,Palabra,cant central,cant cuyo,Total central,Total cuyo,Total central cuyo,Pvalue,fnorm central,fnorm cuyo,maxdif
23416,existo,282.0,115.0,223,89,312,0.0411765538655,15.3235677287,12.230921066,1.25285476425
24414,john,200.0,128.0,149,92,241,0.0461177753196,10.867778531,13.6135469256,1.25265222205
10654,cagaron,559.0,228.0,408,171,579,0.00407053161938,30.3754409941,24.2491304613,1.25264042117
21941,chinos,304.0,124.0,213,100,313,0.0341829095595,16.5190233671,13.1881235842,1.25256813539
10575,cansé,422.0,270.0,272,165,437,0.00381775960371,22.9310127004,28.7160755463,1.25228117578
23400,javi,211.0,135.0,114,44,158,0.0408022489679,11.4655063502,14.3580377731,1.25228117578
12733,comen,372.0,238.0,300,181,481,0.00661674111532,20.2140680676,25.3126888148,1.25223130397
22679,fíjate,299.0,122.0,227,87,314,0.0359380231348,16.2473289038,12.9754119135,1.25216286096
20137,actuar,247.0,158.0,206,122,328,0.0270391332628,13.4217064858,16.8042219863,1.25201828874
20138,where,247.0,158.0,156,81,237,0.0270391332628,13.4217064858,16.8042219863,1.25201828874
3189,jugador,1207.0,772.0,414,256,670,1.03469720718e-06,65.5870434344,82.1067048952,1.25187385489
23215,cumplen,294.0,120.0,190,103,293,0.0377872843993,15.9756344405,12.7627002428,1.2517440774
7041,personaje,599.0,383.0,346,211,557,0.000590427970369,32.5489967003,40.7342849415,1.25147590006
18341,teclado,387.0,158.0,288,123,411,0.0172837011524,21.0291514574,16.8042219863,1.25142071287
15205,vivis,305.0,195.0,239,129,368,0.0142546020534,16.5733622597,20.7393878945,1.25136876691
3071,necesidad,1256.0,803.0,668,402,1070,6.59207927596e-07,68.2496491745,85.4037357913,1.25134322043
3056,joder,1702.0,695.0,779,367,1146,6.07347446219e-07,92.4847952986,73.9173055728,1.25119272925
10884,gritando,551.0,225.0,386,170,556,0.00453512731816,29.9407298528,23.9300629552,1.25117639301
4726,alcohol,1168.0,477.0,606,294,900,3.6156431205e-05,63.4678266209,50.731733465,1.2510478607
2127,flor,2375.0,970.0,786,399,1185,3.89252893808e-09,129.054870055,103.165160296,1.25095400118
24261,sueñoo,205.0,131.0,140,80,220,0.0450245293892,11.1394729942,13.9326144317,1.25074269123
6947,telefono,612.0,391.0,343,182,525,0.000540557421746,33.2554023048,41.5851316244,1.25047747861
14431,hugo,324.0,207.0,161,81,242,0.0118237982492,17.6058012202,22.0156579188,1.25047747861
21279,podrá,238.0,152.0,184,104,288,0.0312586418924,12.9326564519,16.1660869742,1.25002059974
6218,profesor,689.0,440.0,408,257,665,0.000249042347498,37.4394970392,46.7965675569,1.24992511272
406,amigo,9775.0,3996.0,1448,725,2173,1.13691781936e-32,531.162675701,424.997918085,1.24980065336
18840,cagón,282.0,180.0,165,107,272,0.0193815823794,15.3235677287,19.1440503642,1.24932070019
5892,pensaba,716.0,457.0,495,283,778,0.000195457094892,38.9066471409,48.6046167579,1.24926253814
7465,bueee,802.0,328.0,422,195,617,0.000667553307343,43.5797919092,34.8847139969,1.24925180447
18339,suarez,293.0,187.0,195,115,310,0.0172203302309,15.9212955479,19.8885412117,1.24917857042
9880,tío,616.0,252.0,367,171,538,0.00289598946123,33.4727578754,26.8016705098,1.24890565546
22241,lean,308.0,126.0,186,86,272,0.0351914067531,16.7363789377,13.4008352549,1.24890565546
1771,difícil,2122.0,1354.0,896,504,1400,1.51919721791e-10,115.307130214,144.005801073,1.24888895254
934,jueves,4918.0,2012.0,1204,612,1816,3.91408600747e-17,267.238674077,213.987940737,1.2488492256
2655,contigo,1960.0,802.0,686,340,1026,1.10694122401e-07,106.504229604,85.2973799559,1.2486225211
24212,conferencia,281.0,115.0,119,68,187,0.0446003129956,15.269228836,12.230921066,1.24841201686
2962,presidente,1328.0,847.0,390,250,640,4.30372480171e-07,72.1620494457,90.0833925469,1.2483485882
3831,dormirrr,1417.0,580.0,557,247,804,6.56544269794e-06,76.998210892,61.6863845068,1.24822051912
10949,world,414.0,264.0,249,128,377,0.00480556984018,22.4963015591,28.0779405341,1.24811362705
24617,primita,276.0,113.0,173,79,252,0.0469162144474,14.9975343727,12.0182093953,1.24790090432
12894,empezo,508.0,208.0,334,151,485,0.00703825042032,27.6041574687,22.1220137541,1.24781395471
9834,ídolo,625.0,256.0,324,151,475,0.00283847969669,33.9618079093,27.2270938513,1.24735339345
10921,ganan,419.0,267.0,303,184,487,0.00469733268854,22.7679960224,28.3970080402,1.24723352957
8179,piden,543.0,346.0,388,213,601,0.00129267478084,29.5060187116,36.7991190333,1.2471733104
8560,cerra,703.0,288.0,367,178,545,0.00156082684037,38.2002415364,30.6304805827,1.24713164174
23205,tatuajes,305.0,125.0,204,98,302,0.0375274478659,16.5733622597,13.2944794196,1.24663491789
759,siii,4477.0,2851.0,1058,577,1635,3.18249186386e-20,243.275222416,303.220486601,1.24640924624
23333,denuncia,223.0,142.0,116,67,183,0.0398577982365,12.117573062,15.1025286206,1.2463327882
9402,suma,498.0,317.0,318,198,516,0.00216921834311,27.0607685421,33.714799808,1.24589217618
10619,fox,590.0,242.0,341,157,498,0.00393847165297,32.0599466664,25.7381121563,1.24562153089
24690,podamos,209.0,133.0,173,105,278,0.0473158755667,11.3568285649,14.1453261024,1.24553487988
10673,página,437.0,278.0,234,164,398,0.00418954373224,23.7460960902,29.5669222291,1.24512770928
19753,cantan,272.0,173.0,231,131,362,0.024011281607,14.7801788021,18.3995595167,1.24488071241
19754,chauuu,272.0,173.0,183,116,299,0.024011281607,14.7801788021,18.3995595167,1.24488071241
20140,comunicación,261.0,166.0,135,110,245,0.0270634955542,14.1824509829,17.6550686692,1.24485314213
21207,pensamos,250.0,159.0,207,119,326,0.0305211751318,13.5847231637,16.9105778217,1.24482314567
17989,unión,313.0,199.0,135,80,215,0.0156708137539,17.008073401,21.1648112359,1.24439792426
23348,visitas,302.0,124.0,193,98,291,0.0400134711016,16.4103455818,13.1881235842,1.24432755555
19229,enfermedad,280.0,178.0,225,140,365,0.0223508809763,15.2148899434,18.9313386935,1.24426392593
4741,pizzas,1220.0,501.0,537,251,788,3.70539387095e-05,66.2934490389,53.2842735136,1.24414662465
3663,md,1147.0,729.0,485,246,731,3.86602370023e-06,62.3267098751,77.5334039749,1.24398358473
32691,wow,280.0,115.0,163,74,237,0.0482703812571,15.2148899434,12.230921066,1.24396926947
7377,señal,840.0,345.0,544,226,770,0.00062433819495,45.6446698301,36.692763198,1.24396926947
5845,cuantos,1008.0,414.0,594,272,866,0.000178726248974,54.7736037961,44.0313158376,1.24396926947
3083,r,1770.0,727.0,643,297,940,6.87942673344e-07,96.1798399991,77.3206923042,1.24390815877
19034,serás,288.0,183.0,217,131,348,0.020808502297,15.6496010846,19.4631178702,1.24368140536
922,gol,3872.0,2460.0,832,441,1273,2.44259232954e-17,210.40019236,261.635354977,1.24351290768
2903,piernas,1874.0,770.0,834,378,1212,3.38695939737e-07,101.831084835,81.8939932245,1.2434499873
21154,sacado,255.0,162.0,226,147,373,0.0297859259588,13.856417627,17.2296453278,1.24344154395
3081,piso,1781.0,732.0,862,397,1259,6.8272625234e-07,96.7775678183,77.8524714809,1.24308921705
12054,viernesss,422.0,268.0,255,153,408,0.00526254036769,22.9310127004,28.5033638755,1.24300501892
12987,lali,523.0,215.0,252,120,372,0.00717225678483,28.4192408585,22.8665046016,1.24283275269
386,e,10647.0,4377.0,1454,738,2192,7.05813341283e-34,578.546190096,465.519491355,1.24279692009
14606,ed,450.0,185.0,221,105,326,0.0126494460963,24.4525016947,19.675829541,1.24276852693
4710,locos,1245.0,512.0,707,309,1016,3.44561773075e-05,67.6519213553,54.4541877025,1.24236397988
6305,escribo,720.0,457.0,451,267,718,0.000277827619624,39.1240027115,48.6046167579,1.24232219071
18302,regreso,312.0,198.0,214,123,337,0.0168058545087,16.9537345083,21.0584554006,1.24211308077
6367,gatos,717.0,455.0,399,266,665,0.000290314646248,38.9609860335,48.3919050872,1.24206058454
3027,goles,1384.0,878.0,473,274,747,4.97902549804e-07,75.2050274343,93.380423443,1.24167793868
6593,explota,921.0,379.0,500,194,694,0.000381529256402,50.0461201351,40.3088616001,1.2415662003
10250,asiii,473.0,300.0,301,177,478,0.0033299793377,25.7022962258,31.9067506069,1.24139689025
23277,cagas,311.0,128.0,241,110,351,0.0391200990519,16.8993956157,13.6135469256,1.24136609717
10564,consejo,462.0,293.0,342,187,529,0.00373118853549,25.1045684066,31.1622597595,1.24129836669
19228,regala,287.0,182.0,240,141,381,0.0223263953269,15.5952621919,19.3567620349,1.2411950371
14196,promesas,358.0,227.0,257,156,413,0.0107591611475,19.4533235704,24.1427746259,1.24106168997
4072,pocas,1071.0,679.0,604,357,961,1.0421498199e-05,58.1969540334,72.2156122071,1.24088302226
24679,durar,289.0,119.0,242,104,346,0.0471781054723,15.7039399773,12.6563444074,1.24079587848
23415,volvimos,306.0,126.0,238,111,349,0.041127923519,16.6277011524,13.4008352549,1.24079587847
9473,rompió,680.0,280.0,475,202,677,0.00233131247095,36.9504470053,29.7796338998,1.24079587847
2163,ciudad,2489.0,1025.0,658,367,1025,5.81680097793e-09,135.249503818,109.01473124,1.24065346288
11009,fa,437.0,277.0,223,131,354,0.0049055294482,23.7460960902,29.4605663937,1.24064883262
6678,últimos,913.0,376.0,441,214,655,0.000423010660211,49.6114089939,39.989794094,1.24060176147
23396,bardear,232.0,147.0,188,117,305,0.0407784753707,12.6066230959,15.6343077974,1.24016619506
9584,pibas,677.0,279.0,347,140,487,0.00247260600889,36.7874303274,29.6732780645,1.23974945564
4088,llorando,1434.0,591.0,712,345,1057,1.06230777554e-05,77.9219720671,62.8562986957,1.2396843862
10664,caiga,609.0,251.0,407,190,597,0.00411152463426,33.0923856268,26.6953146745,1.23963272321
21276,encuentre,259.0,164.0,204,126,330,0.0312017888788,14.0737731976,17.4423569985,1.23935186063
22716,mandamos,325.0,134.0,248,118,366,0.0363706996472,17.6601401128,14.2516819378,1.23916181893
7095,boquita,873.0,360.0,274,139,413,0.000608742819342,47.4378532877,38.2881007283,1.23897117865
14186,papi,485.0,200.0,298,134,432,0.0106241740154,26.3543629376,21.2711670713,1.23897117865
688,mira,6848.0,2824.0,1443,705,2148,7.96723798708e-22,372.112736901,300.348879047,1.2389349948
5136,mami,1171.0,483.0,577,240,817,7.31409298499e-05,63.6308432989,51.3698684772,1.23868028448
6126,deben,768.0,486.0,496,301,797,0.000216780565557,41.7322695589,51.6889359833,1.23858435042
20124,loquita,366.0,151.0,273,103,376,0.0267756980941,19.8880347117,16.0597311388,1.23837905752
5087,tinelli,893.0,565.0,435,278,713,6.7566100632e-05,48.5246311408,60.0910469764,1.23836174668
2171,vienen,1900.0,1202.0,945,523,1468,6.2710817712e-09,103.243896044,127.839714098,1.23823023923
9870,labios,664.0,274.0,399,187,586,0.00287710385717,36.0810247228,29.1414988877,1.23813208311
6251,pobres,751.0,475.0,481,279,760,0.000264154486568,40.8085083838,50.5190217943,1.2379531572
5305,auriculares,1163.0,480.0,589,264,853,8.09557798281e-05,63.1961321576,51.0508009711,1.23790677042
14176,guille,370.0,234.0,171,74,245,0.0104834769871,20.1053902823,24.8872654734,1.23784045592
3696,duro,1577.0,651.0,791,353,1144,4.52231870501e-06,85.6924337167,69.2376488171,1.23765660996
188,linda,14343.0,9069.0,1582,820,2402,4.27155627421e-57,779.382737349,964.541070848,1.23757048319
2806,partidos,1531.0,968.0,570,331,901,1.99606788903e-07,83.1928446546,102.952448625,1.23751566679
2492,levanto,2255.0,931.0,942,435,1377,4.23333368606e-08,122.534202937,99.0172827169,1.23750318707
317,siesta,9462.0,5982.0,1324,683,2007,3.2923800612e-38,514.1546023,636.220607103,1.23741109047
32700,ajajajaj,293.0,121.0,135,61,196,0.0484652746387,15.9212955479,12.8690560781,1.23717663916
210,jajajajaja,17374.0,7175.0,1413,672,2085,3.48413687957e-52,944.083920986,763.103118683,1.23716428078
3700,cuatro,1193.0,754.0,543,288,831,4.62833958008e-06,64.8262989373,80.1922998588,1.23703344435
9587,muestra,690.0,285.0,268,159,427,0.00247976242878,37.4938359319,30.3114130766,1.23695440517
19842,malll,288.0,182.0,189,108,297,0.0244892187448,15.6496010846,19.3567620349,1.23688533211
14191,dudo,372.0,235.0,273,165,438,0.0107140890018,20.2140680676,24.9936213088,1.23644687577
6150,enojada,779.0,492.0,475,272,747,0.000225397901127,42.3299973781,52.3270709954,1.23616995598
23216,elegí,247.0,156.0,216,114,330,0.0377969423459,13.4217064858,16.5915103156,1.23616995597
13603,down,508.0,210.0,243,120,363,0.00968579253928,27.6041574687,22.3347254249,1.23593001228
12640,llegaron,426.0,269.0,296,190,486,0.00642885474964,23.148368271,28.6097197109,1.23592813869
3016,mía,1923.0,795.0,842,405,1247,4.86492997317e-07,104.493690575,84.5528891084,1.23583820348
22239,sabella,255.0,161.0,121,83,204,0.0351225862712,13.856417627,17.1232894924,1.23576597887
6585,seguí,727.0,459.0,482,260,742,0.00037471180771,39.5043749601,48.8173284286,1.23574486314
23567,verlas,236.0,149.0,165,113,278,0.0426973385005,12.8239786666,15.8470194681,1.23573345528
23566,maluma,236.0,149.0,132,92,224,0.0426973385005,12.8239786666,15.8470194681,1.23573345528
4127,solamente,1456.0,602.0,661,312,973,1.20853437967e-05,79.1174277055,64.0262128846,1.23570369292
7769,baby,632.0,399.0,332,188,520,0.000913644572064,34.3421801579,42.4359783072,1.23568096469
9767,manejar,518.0,327.0,327,201,528,0.00269443459761,28.1475463952,34.7783581616,1.23557334886
20229,cuadra,370.0,153.0,282,119,401,0.0274749563436,20.1053902823,16.2724428095,1.23554837572
10312,capitulo,648.0,268.0,324,139,463,0.00354975373787,35.2116024404,28.5033638755,1.23534901334
14405,stalkear,486.0,201.0,313,136,449,0.0115699584867,26.4087018303,21.3775229067,1.23534901333
11025,hielo,602.0,249.0,419,174,593,0.00496946331063,32.7120133782,26.4826030038,1.23522651355
12523,cerati,431.0,272.0,208,132,340,0.00627565020897,23.4200627343,28.928787217,1.23521390806
10653,acuesto,477.0,301.0,327,189,516,0.00405673903399,25.9196517964,32.0131064423,1.23509014294
15382,aparecen,452.0,187.0,339,148,487,0.0150349621689,24.56117948,19.8885412117,1.23494122664
11050,tomas,604.0,250.0,391,155,546,0.00502988314031,32.8206911635,26.5889588391,1.2343729351
14425,exijo,488.0,202.0,312,156,468,0.0117133680559,26.5173796156,21.483878742,1.23429199792
7709,sinceramente,652.0,411.0,360,231,591,0.00083172325352,35.428958011,43.7122483315,1.23379999824
1123,fútbol,3562.0,2245.0,756,424,1180,5.92420356486e-15,193.555135637,238.768850375,1.23359604791
304,dios,13681.0,5667.0,1538,775,2313,2.03480051125e-40,743.410390411,602.718518965,1.23342881796
3480,salimos,1709.0,708.0,810,380,1190,2.60152779414e-06,92.8651675472,75.2999314324,1.23327028034
7981,piña,627.0,395.0,384,236,620,0.00108631203162,34.0704856946,42.0105549658,1.23304831467
8642,mental,581.0,366.0,346,208,554,0.001665873607,31.5708966325,38.9262357405,1.23297846728
15133,game,354.0,223.0,175,105,280,0.01412368541,19.2359679998,23.7173512845,1.23296895091
18332,set,335.0,211.0,137,71,208,0.0170540041516,18.2035290394,22.4410812602,1.23278740137
2581,naaa,1722.0,1084.0,707,405,1112,6.9125945165e-08,93.5715731517,115.289725526,1.23210203316
6997,sofi,926.0,384.0,347,158,505,0.000572264587269,50.3178145984,40.8406407769,1.23205252516
19880,alejo,393.0,163.0,211,113,324,0.0249503183983,21.3551848134,17.3360011631,1.23184029653
9107,hablarle,580.0,365.0,368,215,583,0.00177692616617,31.5165577398,38.8198799051,1.23172969033
32684,preparate,232.0,146.0,172,96,268,0.0480957916111,12.6066230959,15.527951962,1.23172969033
21260,supuestamente,364.0,151.0,261,123,384,0.0310779100434,19.7793569264,16.0597311388,1.23161195885
24213,claaaro,240.0,151.0,164,111,275,0.044647586316,13.0413342372,16.0597311388,1.2314484735
19244,genera,310.0,195.0,201,133,334,0.0226325341682,16.845056723,20.7393878945,1.2311853997
12371,hockey,458.0,288.0,142,97,239,0.00567405040667,24.8872128359,30.6304805827,1.2307718339
3840,busca,1215.0,764.0,681,353,1034,6.64423087616e-06,66.0217545757,81.2558582124,1.23074369554
12056,ganado,466.0,293.0,342,200,542,0.00529357931172,25.3219239772,31.1622597595,1.23064344509
13450,carta,412.0,259.0,270,159,429,0.00880336680303,22.3876237738,27.5461613573,1.23041916532
102,muy,27613.0,17356.0,1746,897,2643,4.97515621364e-102,1500.45984288,1845.91187845,1.23023077706
22682,tuviste,349.0,145.0,275,119,394,0.0360202932573,18.9642735366,15.4215961267,1.22972183818
3561,be,1310.0,823.0,457,250,707,3.22282849558e-06,71.1839493779,87.5308524984,1.22964310443
18283,político,347.0,218.0,168,103,271,0.016564403425,18.8555957512,23.1855721077,1.22963879867
23428,cabo,332.0,138.0,183,90,273,0.0412717961564,18.0405123614,14.6771052792,1.22916011149
6891,diosa,967.0,402.0,438,218,656,0.000499829440993,52.5457091973,42.7550458133,1.22899433734
21037,recuperar,380.0,158.0,280,125,405,0.0292325963678,20.6487792089,16.8042219863,1.22878519611
821,chau,6310.0,2624.0,1265,639,1904,6.65753787962e-19,342.878412652,279.077711975,1.2286126693
5644,varios,881.0,553.0,465,272,737,0.000144073363825,47.8725644289,58.8147769521,1.22856959208
8530,meta,615.0,386.0,418,251,669,0.00150152927445,33.4184189827,41.0533524476,1.22846483159
18846,pal,333.0,209.0,232,126,358,0.0195149216621,18.0948512541,22.2283695895,1.22843615995
12018,vidas,478.0,300.0,347,196,543,0.00514311005766,25.973990689,31.9067506069,1.22841156713
18644,bombon,341.0,214.0,196,124,320,0.0181653217274,18.5295623953,22.7601487663,1.22831550367
3829,rompe,1630.0,678.0,814,385,1199,6.5464632206e-06,88.5723950274,72.1092563717,1.22830825728
9961,gustavo,537.0,337.0,241,147,388,0.0030341919724,29.1799853557,35.8419165151,1.22830481504
12752,besito,589.0,245.0,315,130,445,0.00673840759665,32.0056077737,26.0571796623,1.22828365113
6129,éxitos,835.0,524.0,320,197,517,0.000219117857341,45.3729753668,55.7304577268,1.22827425965
5611,durante,891.0,559.0,415,218,633,0.000137417611718,48.4159533555,59.4529119643,1.22796119551
4628,yendo,1406.0,585.0,711,344,1055,2.90095200281e-05,76.4004830728,62.2181636835,1.2279450011
2826,levante,2158.0,898.0,900,414,1314,2.25369396399e-07,117.263330349,95.5075401501,1.22779133631
5599,debes,896.0,562.0,548,321,869,0.000134202021585,48.6876478188,59.7719794703,1.22766208983
23240,terminas,346.0,144.0,273,111,384,0.0383057529034,18.8012568586,15.3152402913,1.22761749088
3227,lados,1903.0,792.0,908,437,1345,1.18308222181e-06,103.406912722,84.2338216023,1.22761749087
9439,solución,574.0,360.0,381,231,612,0.0022507814969,31.1905243839,38.2881007283,1.22755553119
13630,colgado,538.0,224.0,318,137,455,0.00992779201,29.2343242483,23.8237071199,1.22711062981
5285,flaca,965.0,605.0,481,283,764,7.70381215584e-05,52.437031412,64.3452803907,1.2270961696
23369,cállate,260.0,163.0,160,84,244,0.0401976552781,14.1281120903,17.3360011631,1.22705716463
13536,dni,418.0,262.0,162,134,296,0.00935801151807,22.7136571297,27.8652288634,1.22680503207
9396,josé,584.0,366.0,231,127,358,0.00214361229834,31.7339133104,38.9262357405,1.22664467378
12902,edición,450.0,282.0,122,65,187,0.00707131593554,24.4525016947,29.9923455705,1.22655530076
105,mal,35954.0,14978.0,1729,887,2616,2.62743437742e-98,1953.70054651,1592.99770197,1.22643023533
9493,gas,573.0,359.0,326,174,500,0.00239867331585,31.1361854912,38.181744893,1.22628203457
9432,divertido,581.0,364.0,368,232,600,0.00223995210001,31.5708966325,38.7135240698,1.22624088002
