,Palabra,cant cuyo,cant guaranitica,Total cuyo,Total guaranitica,Total cuyo guaranitica,Pvalue,fnorm cuyo,fnorm guaranitica,maxdif
10977,provinciales,38.0,226.0,17,99,116,0.000644319958312,4.04152174355,7.28855686896,1.80341894253
10976,grido,38.0,226.0,29,162,191,0.000644319958312,4.04152174355,7.28855686896,1.80341894253
14473,cabecear,41.0,75.0,33,62,95,0.00208073695087,4.36058924962,2.41876887244,1.80281353018
6467,obesa,82.0,150.0,52,121,173,1.33916506726e-05,8.72117849923,4.83753774489,1.80281353018
11583,bebu,35.0,208.0,15,97,112,0.00107448626117,3.72245423748,6.70805233958,1.80205098884
2445,io,212.0,388.0,125,254,379,2.65824670798e-12,22.5474370956,12.5130976334,1.80190691036
1579,malvinas,324.0,593.0,129,305,434,5.29790466832e-18,34.4592906555,19.1243992181,1.80184957773
29618,chupetin,17.0,101.0,15,86,101,0.022728178838,1.80804920106,3.25727541489,1.80154135904
8335,jujuuu,65.0,119.0,36,66,102,0.000108325799921,6.91312929817,3.83777994428,1.8013355113
8177,dudes,50.0,297.0,42,244,286,9.41105209753e-05,5.31779176782,9.57832473488,1.80118461818
2377,preocupes,164.0,974.0,121,669,790,1.54104515688e-12,17.4423569985,31.4117450901,1.80088878429
6047,porqueria,65.0,386.0,45,259,304,8.56196544114e-06,6.91312929817,12.4485971302,1.8007181109
5897,división,89.0,163.0,38,107,145,5.97981982787e-06,9.46566934673,5.25679101611,1.80065544126
30330,amnesia,16.0,95.0,15,73,88,0.0272812868838,1.7016933657,3.0637739051,1.80042654385
30328,biografía,16.0,95.0,15,70,85,0.0272812868838,1.7016933657,3.0637739051,1.80042654385
30329,fiore,16.0,95.0,12,40,52,0.0272812868838,1.7016933657,3.0637739051,1.80042654385
30331,haa,16.0,95.0,15,49,64,0.0272812868838,1.7016933657,3.0637739051,1.80042654385
30332,lis,16.0,95.0,14,63,77,0.0272812868838,1.7016933657,3.0637739051,1.80042654385
1955,unión,199.0,1181.0,80,284,364,7.34375211042e-15,21.1648112359,38.0875471781,1.79956942463
5215,reventar,76.0,451.0,58,338,396,1.5379771784e-06,8.08304348709,14.5448634863,1.79942907762
8894,aroma,45.0,267.0,37,216,253,0.00021789216578,4.78601259104,8.6108171859,1.79916308662
8895,whisky,45.0,267.0,27,164,191,0.00021789216578,4.78601259104,8.6108171859,1.79916308662
31409,desastreee,15.0,89.0,14,80,94,0.032790416057,1.59533753035,2.8702723953,1.79916308662
31411,cagarle,15.0,89.0,15,84,99,0.032790416057,1.59533753035,2.8702723953,1.79916308662
31412,reparación,15.0,89.0,11,57,68,0.032790416057,1.59533753035,2.8702723953,1.79916308662
31410,goulding,15.0,89.0,12,50,62,0.032790416057,1.59533753035,2.8702723953,1.79916308662
28483,subsuelo,24.0,44.0,19,38,57,0.0189202510234,2.55254004856,1.41901107183,1.79881616094
28480,eugenio,24.0,44.0,16,21,37,0.0189202510234,2.55254004856,1.41901107183,1.79881616094
28481,intolerante,24.0,44.0,19,38,57,0.0189202510234,2.55254004856,1.41901107183,1.79881616094
28482,cosechar,24.0,44.0,21,40,61,0.0189202510234,2.55254004856,1.41901107183,1.79881616094
5157,pipi,102.0,187.0,63,117,180,1.3070376764e-06,10.8482952064,6.03079705529,1.79881616094
18477,capitalismo,30.0,55.0,16,41,57,0.0086868968998,3.19067506069,1.77376383979,1.79881616093
18478,luisina,30.0,55.0,14,21,35,0.0086868968998,3.19067506069,1.77376383979,1.79881616093
16370,madrugo,36.0,66.0,33,57,90,0.00404542089811,3.82881007283,2.12851660775,1.79881616093
11385,nano,48.0,88.0,25,64,89,0.000902429836093,5.10508009711,2.83802214367,1.79881616093
11386,laberinto,48.0,88.0,44,84,128,0.000902429836093,5.10508009711,2.83802214367,1.79881616093
11387,maya,48.0,88.0,36,67,103,0.000902429836093,5.10508009711,2.83802214367,1.79881616093
11388,faltado,48.0,88.0,41,82,123,0.000902429836093,5.10508009711,2.83802214367,1.79881616093
33423,beio,18.0,33.0,14,25,39,0.0420882480435,1.91440503642,1.06425830388,1.79881616093
33429,pichones,18.0,33.0,16,32,48,0.0420882480435,1.91440503642,1.06425830388,1.79881616093
33421,buscás,18.0,33.0,12,17,29,0.0420882480435,1.91440503642,1.06425830388,1.79881616093
33422,bobooo,18.0,33.0,13,31,44,0.0420882480435,1.91440503642,1.06425830388,1.79881616093
33424,interpreta,18.0,33.0,14,31,45,0.0420882480435,1.91440503642,1.06425830388,1.79881616093
33426,entrene,18.0,33.0,15,32,47,0.0420882480435,1.91440503642,1.06425830388,1.79881616093
33427,geriátrico,18.0,33.0,15,30,45,0.0420882480435,1.91440503642,1.06425830388,1.79881616093
33428,mendes,18.0,33.0,13,22,35,0.0420882480435,1.91440503642,1.06425830388,1.79881616093
33425,lomazo,18.0,33.0,15,31,46,0.0420882480435,1.91440503642,1.06425830388,1.79881616093
33430,tradiciones,18.0,33.0,13,31,44,0.0420882480435,1.91440503642,1.06425830388,1.79881616093
33431,reventa,18.0,33.0,14,27,41,0.0420882480435,1.91440503642,1.06425830388,1.79881616093
33432,imita,18.0,33.0,17,32,49,0.0420882480435,1.91440503642,1.06425830388,1.79881616093
9890,amooorrr,43.0,255.0,39,190,229,0.000305285808822,4.57330092033,8.22381416631,1.79822283938
3105,laaa,169.0,310.0,101,222,323,4.87588669117e-10,17.9741361752,9.9975780061,1.79784905546
3432,hablameee,151.0,277.0,101,188,289,4.06033224039e-09,16.0597311388,8.93331970223,1.79773384073
16025,poderosa,28.0,166.0,24,132,156,0.00358884062256,2.97796338998,5.35354177101,1.79771913551
33183,sacerdote,14.0,83.0,12,47,59,0.0394713248916,1.48898169499,2.6767708855,1.7977191355
33182,recargar,14.0,83.0,12,75,87,0.0394713248916,1.48898169499,2.6767708855,1.7977191355
33181,reviente,14.0,83.0,14,73,87,0.0394713248916,1.48898169499,2.6767708855,1.7977191355
33184,apodera,14.0,83.0,14,79,93,0.0394713248916,1.48898169499,2.6767708855,1.7977191355
7126,palmas,56.0,332.0,42,168,210,3.81357607685e-05,5.95592677996,10.707083542,1.7977191355
5879,rocío,68.0,403.0,42,193,235,5.74871392001e-06,7.23219680424,12.9968514079,1.79708209825
16498,brinda,27.0,160.0,22,121,143,0.0042712638317,2.87160755463,5.16004026121,1.79691694044
3690,tweeps,107.0,634.0,26,101,127,1.29209426758e-08,11.3800743831,20.4466595351,1.79670702025
10623,moje,40.0,237.0,38,204,242,0.000507193579149,4.25423341426,7.64330963692,1.79663617217
7772,industria,53.0,314.0,30,121,151,6.28977517908e-05,5.63685927389,10.1265790126,1.79649313927
34579,creces,13.0,77.0,13,74,87,0.0475942315751,1.38262585963,2.48326937571,1.79605303808
34577,tirale,13.0,77.0,13,72,85,0.0475942315751,1.38262585963,2.48326937571,1.79605303808
34580,oyentes,13.0,77.0,8,31,39,0.0475942315751,1.38262585963,2.48326937571,1.79605303808
34578,risaa,13.0,77.0,12,61,73,0.0475942315751,1.38262585963,2.48326937571,1.79605303808
16816,buenn,26.0,154.0,15,101,116,0.00508620334494,2.76525171927,4.96653875142,1.79605303807
1789,puente,220.0,1303.0,154,659,813,3.6837981811e-16,23.3982837784,42.0220778773,1.79594701369
10183,bebito,55.0,101.0,39,65,104,0.000394323381727,5.84957094461,3.25727541489,1.79584781743
10184,semanitas,55.0,101.0,47,95,142,0.000394323381727,5.84957094461,3.25727541489,1.79584781743
8030,abraza,51.0,302.0,44,247,291,8.78708214422e-05,5.42414760318,9.73957599304,1.79559567799
5462,urgencia,98.0,180.0,75,159,234,2.25626146123e-06,10.4228718649,5.80504529387,1.79548501989
17445,protección,25.0,148.0,19,100,119,0.00606014628269,2.65889588391,4.77303724162,1.7951200235
14083,barrera,43.0,79.0,28,69,97,0.00174086631754,4.57330092033,2.54776987897,1.79502119013
3202,noma,124.0,734.0,81,424,505,9.89188875378e-10,13.1881235842,23.6716846983,1.79492439142
1371,jornada,284.0,1681.0,98,440,538,2.29495465447e-20,30.2050572412,54.2126729944,1.79482106461
11346,déjate,37.0,219.0,34,179,213,0.000844666636637,3.93516590819,7.06280510754,1.79479220758
8453,lau,49.0,290.0,28,146,174,0.000122843298825,5.21143593247,9.35257297345,1.79462495455
7161,floja,74.0,136.0,58,111,169,4.03549363544e-05,7.87033181638,4.38603422203,1.79440729779
3695,rincón,142.0,261.0,86,221,307,1.2994164588e-08,15.1025286206,8.41731567611,1.79422148363
4148,leandro,96.0,568.0,44,245,289,7.76060583246e-08,10.2101601942,18.3181429273,1.79410925773
3144,veamos,167.0,307.0,137,273,410,7.05550976922e-10,17.7614245045,9.9008272512,1.7939333809
262,publiqué,1225.0,7246.0,27,176,203,4.99305509692e-82,130.285898312,233.68532333,1.79363481664
18018,ganarse,31.0,57.0,31,57,88,0.00792607113379,3.29703089605,1.83826434306,1.79355646455
18017,estarlo,31.0,57.0,29,54,83,0.00792607113379,3.29703089605,1.83826434306,1.79355646455
4448,suárez,118.0,217.0,56,139,195,2.22921592694e-07,12.5499885721,6.99830460427,1.79328984401
1907,quererte,208.0,1230.0,148,731,879,2.77804632363e-15,22.1220137541,39.6678095081,1.79313736756
8834,extrañé,46.0,272.0,38,216,254,0.000203339413615,4.8923684264,8.77206844406,1.79301059927
11997,mandarte,34.0,201.0,32,187,219,0.00141061191619,3.61609840212,6.48230057815,1.79262283746
3369,pésimo,156.0,287.0,98,204,302,2.66415168338e-09,16.5915103156,9.25582221855,1.7925485088
3209,pecado,124.0,733.0,97,470,567,1.08824284817e-09,13.1881235842,23.6394344467,1.79247899034
167,messi,2342.0,4309.0,459,1180,1639,1.24421928522e-117,249.085366405,138.966334285,1.79241517513
11146,encuentros,50.0,92.0,34,76,110,0.000756151758422,5.31779176782,2.9670231502,1.79229871107
28225,contás,25.0,46.0,22,43,65,0.0172286132926,2.65889588391,1.4835115751,1.79229871107
28224,eliminatorias,25.0,46.0,13,36,49,0.0172286132926,2.65889588391,1.4835115751,1.79229871107
28223,suicide,25.0,46.0,22,40,62,0.0172286132926,2.65889588391,1.4835115751,1.79229871107
28222,adhiere,25.0,46.0,19,36,55,0.0172286132926,2.65889588391,1.4835115751,1.79229871107
11145,necesitaria,50.0,92.0,41,73,114,0.000756151758422,5.31779176782,2.9670231502,1.79229871107
11144,telefónica,50.0,92.0,37,52,89,0.000756151758422,5.31779176782,2.9670231502,1.79229871107
25126,graph,22.0,130.0,15,69,84,0.0102911649633,2.33982837784,4.19253271224,1.79181206278
9820,teee,44.0,260.0,37,168,205,0.000284827369932,4.67965675569,8.38506542447,1.79181206277
6405,maso,64.0,378.0,35,269,304,1.22804214074e-05,6.80677346282,12.1905951171,1.79095061466
1322,visitantes,296.0,1748.0,68,280,348,5.39244418643e-21,31.4813272655,56.3734398538,1.79069450847
26004,bº,21.0,124.0,7,25,32,0.0122963430482,2.23347254249,3.99903120244,1.79049937994
15885,chispa,38.0,70.0,26,58,84,0.003377148185,4.04152174355,2.25751761428,1.79025036969
15884,haciéndole,38.0,70.0,34,68,102,0.003377148185,4.04152174355,2.25751761428,1.79025036969
32728,prestarle,19.0,35.0,17,34,51,0.0382066048315,2.02076087177,1.12875880714,1.79025036969
32733,instalados,19.0,35.0,16,28,44,0.0382066048315,2.02076087177,1.12875880714,1.79025036969
32732,villar,19.0,35.0,14,17,31,0.0382066048315,2.02076087177,1.12875880714,1.79025036969
32729,gallinita,19.0,35.0,12,31,43,0.0382066048315,2.02076087177,1.12875880714,1.79025036969
32731,stalkearlo,19.0,35.0,16,28,44,0.0382066048315,2.02076087177,1.12875880714,1.79025036969
32730,seer,19.0,35.0,14,30,44,0.0382066048315,2.02076087177,1.12875880714,1.79025036969
1874,pibas,279.0,514.0,140,337,477,2.00397016023e-15,29.6732780645,16.5766293392,1.79006705509
763,mami,483.0,2851.0,240,1243,1483,3.5868128479e-33,51.3698684772,91.9454674045,1.78987157511
11074,juveniles,51.0,94.0,25,65,90,0.0006921025129,5.42414760318,3.03152365346,1.78924798986
11075,vic,51.0,94.0,26,60,86,0.0006921025129,5.42414760318,3.03152365346,1.78924798986
10846,díaa,40.0,236.0,34,135,169,0.000560430547975,4.25423341426,7.61105938529,1.78905542883
17840,rollo,32.0,59.0,26,53,79,0.00723159732635,3.40338673141,1.90276484632,1.78865335777
8592,organizan,64.0,118.0,52,108,160,0.000145537404125,6.80677346282,3.80552969265,1.78865335776
8593,eliminado,64.0,118.0,38,101,139,0.000145537404125,6.80677346282,3.80552969265,1.78865335776
15871,nuñez,29.0,171.0,22,90,112,0.00334116888927,3.08431922534,5.51479302917,1.78800980906
12028,mexicana,45.0,83.0,33,77,110,0.00145616735573,4.78601259104,2.6767708855,1.787979919
28259,lunares,19.0,112.0,18,99,117,0.0176016915142,2.02076087177,3.61202818285,1.78745948287
28258,ocupo,19.0,112.0,18,95,113,0.0176016915142,2.02076087177,3.61202818285,1.78745948287
7795,vomito,71.0,131.0,57,108,165,6.43272056048e-05,7.55126431031,4.22478296387,1.78737331003
7233,cesar,56.0,330.0,42,213,255,4.63929225784e-05,5.95592677996,10.6425830388,1.78688950217
27841,primaveral,26.0,48.0,20,44,64,0.0156881107425,2.76525171927,1.54801207836,1.78632438204
27840,humorista,26.0,48.0,19,41,60,0.0156881107425,2.76525171927,1.54801207836,1.78632438204
15768,charles,39.0,72.0,28,51,79,0.00308541717711,4.1478775789,2.32201811755,1.78632438203
15769,brillara,39.0,72.0,33,61,94,0.00308541717711,4.1478775789,2.32201811755,1.78632438203
15770,enojaste,39.0,72.0,25,68,93,0.00308541717711,4.1478775789,2.32201811755,1.78632438203
15771,ídem,39.0,72.0,31,55,86,0.00308541717711,4.1478775789,2.32201811755,1.78632438203
16666,escribirme,27.0,159.0,26,137,163,0.00473256715341,2.87160755463,5.12779000958,1.78568620956
29033,fogón,18.0,106.0,18,75,93,0.0210909788266,1.91440503642,3.41852667305,1.78568620956
9103,pelearme,59.0,109.0,53,102,155,0.000277447182208,6.27499428603,3.51527742795,1.7850637438
9904,peliii,44.0,259.0,37,189,226,0.000314480209538,4.67965675569,8.35281517284,1.78492047791
11939,noviooo,46.0,85.0,31,74,105,0.00133169679201,4.8923684264,2.74127138877,1.78470779889
10093,moro,43.0,253.0,25,83,108,0.000372358271333,4.57330092033,8.15931366304,1.78411913084
17621,disfrutarla,33.0,61.0,29,55,84,0.00659781752628,3.50974256676,1.96726534959,1.78407176617
17620,manolo,33.0,61.0,14,36,50,0.00659781752628,3.50974256676,1.96726534959,1.78407176617
17622,consumidor,33.0,61.0,22,48,70,0.00659781752628,3.50974256676,1.96726534959,1.78407176617
17623,asquerosas,33.0,61.0,30,56,86,0.00659781752628,3.50974256676,1.96726534959,1.78407176617
30037,metodología,17.0,100.0,15,67,82,0.0253008252084,1.80804920106,3.22502516326,1.78370431588
30036,maldades,17.0,100.0,16,82,98,0.0253008252084,1.80804920106,3.22502516326,1.78370431588
12210,meno,34.0,200.0,24,137,161,0.00155998477333,3.61609840212,6.45005032652,1.78370431588
2868,z,143.0,841.0,106,517,623,8.87957402463e-11,15.208884456,27.122461623,1.78333011218
17638,fortalece,25.0,147.0,18,102,120,0.0067184271383,2.65889588391,4.74078698999,1.78299083416
17637,elimino,25.0,147.0,23,133,156,0.0067184271383,2.65889588391,4.74078698999,1.78299083416
17636,anuncia,25.0,147.0,19,108,127,0.0067184271383,2.65889588391,4.74078698999,1.78299083416
15596,asadoo,40.0,74.0,27,49,76,0.0028187992172,4.25423341426,2.38651862081,1.78261060993
15595,cup,40.0,74.0,23,58,81,0.0028187992172,4.25423341426,2.38651862081,1.78261060993
9024,sábanas,60.0,111.0,43,96,139,0.000254076112376,6.38135012139,3.57977793122,1.78261060993
32392,dormidas,20.0,37.0,17,36,53,0.0346854848102,2.12711670713,1.19325931041,1.78261060993
32391,sentimentales,20.0,37.0,18,37,55,0.0346854848102,2.12711670713,1.19325931041,1.78261060993
32390,destacados,20.0,37.0,14,23,37,0.0346854848102,2.12711670713,1.19325931041,1.78261060993
32389,cars,20.0,37.0,12,31,43,0.0346854848102,2.12711670713,1.19325931041,1.78261060993
10701,cope,41.0,241.0,39,175,214,0.000522414910198,4.36058924962,7.77231064345,1.78239916638
8621,jam,49.0,288.0,30,159,189,0.000149579243344,5.21143593247,9.28807247019,1.78224823073
8401,amore,67.0,124.0,28,88,116,0.000111946396139,7.12584096888,3.99903120244,1.78189181533
2883,ia,188.0,348.0,107,200,307,9.84077930437e-11,19.994897047,11.2230875681,1.78158612108
10955,pedorra,40.0,235.0,36,189,225,0.000619031146813,4.25423341426,7.57880913366,1.78147468549
18036,drake,24.0,141.0,21,103,124,0.00801241797327,2.55254004856,4.54728548019,1.78147468548
5446,pretendo,101.0,187.0,81,172,253,2.13649495817e-06,10.741939371,6.03079705529,1.78118070837
26713,licuados,27.0,50.0,25,43,68,0.014285567418,2.87160755463,1.61251258163,1.78082799932
26714,saying,27.0,50.0,21,30,51,0.014285567418,2.87160755463,1.61251258163,1.78082799932
26716,grasas,27.0,50.0,24,46,70,0.014285567418,2.87160755463,1.61251258163,1.78082799932
26715,gmail,27.0,50.0,20,34,54,0.014285567418,2.87160755463,1.61251258163,1.78082799932
1268,teatro,412.0,763.0,152,311,463,1.07061435715e-21,43.8186041669,24.6069419957,1.78074155556
18808,pansa,23.0,135.0,17,110,127,0.00956229640545,2.4461842132,4.3537839704,1.7798266978
17436,aznar,34.0,63.0,24,44,68,0.00601952035905,3.61609840212,2.03176585285,1.77978106928
17435,apaa,34.0,63.0,31,56,87,0.00601952035905,3.61609840212,2.03176585285,1.77978106928
17439,matear,34.0,63.0,27,41,68,0.00601952035905,3.61609840212,2.03176585285,1.77978106928
17437,vendedor,34.0,63.0,26,57,83,0.00601952035905,3.61609840212,2.03176585285,1.77978106928
17438,expulsión,34.0,63.0,18,44,62,0.00601952035905,3.61609840212,2.03176585285,1.77978106928
32547,serenata,15.0,88.0,11,69,80,0.0365532690553,1.59533753035,2.83802214367,1.77894777104
6310,gob,67.0,393.0,35,133,168,9.99618977735e-06,7.12584096888,12.6743488916,1.77864604991
1463,sueñooo,275.0,1613.0,157,841,998,3.5973559422e-19,29.247854723,52.0196558834,1.77858021985
8876,inaugura,62.0,115.0,23,62,85,0.000213052090989,6.5940617921,3.70877893775,1.77796032138
8424,ayudas,51.0,299.0,41,180,221,0.000117962921367,5.42414760318,9.64282523814,1.77775863483
16088,watching,29.0,170.0,18,69,87,0.00369843807606,3.08431922534,5.48254277754,1.77755361134
7175,air,76.0,141.0,39,111,150,4.16146926426e-05,8.08304348709,4.54728548019,1.77755355856
7174,simon,76.0,141.0,44,96,140,4.16146926426e-05,8.08304348709,4.54728548019,1.77755355856
5366,loquito,79.0,463.0,64,320,384,1.67539553713e-06,8.40211099316,14.9318665059,1.77715654055
10214,loves,43.0,252.0,22,88,110,0.00041102264673,4.57330092033,8.12706341141,1.77706727657
4131,miramos,100.0,586.0,80,483,563,7.17000458943e-08,10.6355835356,18.8986474567,1.77692623949
2901,seguidas,188.0,349.0,141,297,438,1.19798534987e-10,19.994897047,11.2553378198,1.77648128978
33601,borras,14.0,82.0,14,77,91,0.0440373874788,1.48898169499,2.64452063387,1.77605986881
33599,yellow,14.0,82.0,11,59,70,0.0440373874788,1.48898169499,2.64452063387,1.77605986881
33600,creciste,14.0,82.0,14,76,90,0.0440373874788,1.48898169499,2.64452063387,1.77605986881
26298,callarme,21.0,123.0,20,114,134,0.0136512065131,2.23347254249,3.96678095081,1.77605986881
26300,aventuras,21.0,123.0,15,101,116,0.0136512065131,2.23347254249,3.96678095081,1.77605986881
26299,fruto,21.0,123.0,19,94,113,0.0136512065131,2.23347254249,3.96678095081,1.77605986881
31144,voi,21.0,39.0,8,38,46,0.0314922140521,2.23347254249,1.25775981367,1.77575441528
31142,santander,21.0,39.0,17,27,44,0.0314922140521,2.23347254249,1.25775981367,1.77575441528
31143,burbujas,21.0,39.0,18,32,50,0.0314922140521,2.23347254249,1.25775981367,1.77575441528
31140,afeito,21.0,39.0,17,36,53,0.0314922140521,2.23347254249,1.25775981367,1.77575441528
31139,deposito,21.0,39.0,15,37,52,0.0314922140521,2.23347254249,1.25775981367,1.77575441528
31146,rosana,21.0,39.0,13,27,40,0.0314922140521,2.23347254249,1.25775981367,1.77575441528
31145,avanzó,21.0,39.0,9,33,42,0.0314922140521,2.23347254249,1.25775981367,1.77575441528
31141,tiza,21.0,39.0,18,38,56,0.0314922140521,2.23347254249,1.25775981367,1.77575441528
26162,vendida,28.0,52.0,25,48,73,0.0130088383371,2.97796338998,1.67701308489,1.77575441528
14639,promocion,42.0,78.0,32,67,99,0.00235255009828,4.46694508497,2.51551962734,1.77575441528
16952,viviera,35.0,65.0,35,55,90,0.00549191506198,3.72245423748,2.09626635612,1.77575441528
16953,torno,35.0,65.0,26,61,87,0.00549191506198,3.72245423748,2.09626635612,1.77575441528
2020,bah,266.0,494.0,124,327,451,1.93599068244e-14,28.2906522048,15.9316243065,1.77575441528
4687,mercedes,90.0,527.0,59,210,269,3.33946286528e-07,9.57202518208,16.9958826104,1.77557855178
1026,olvidado,506.0,940.0,310,706,1016,4.94121007474e-26,53.8160526904,30.3152365346,1.7752146723
3352,durmió,123.0,720.0,98,560,658,2.48718246177e-09,13.0817677488,23.2201811755,1.77500331923
547,daleee,895.0,1663.0,346,887,1233,1.02360893022e-44,95.1884726441,53.632168465,1.77483915658
